ID,Topic,Question,class_name,class_id,Combined_Paragraph,Combined_Fact
How994,Phòng ngừa tự tử,Người bị trầm cảm thường có xu hướng thay đổi như thế nào về thói quen ăn uống?,depression,3,"Dấu hiệu và triệu chứng của trầm cảm bao gồm: Chán ăn, sụt cân hoặc thèm ăn, tăng cân. Sự thay đổi trong thói quen và khẩu vị ăn uống là một triệu chứng khác của trầm cảm. Một số bạn bị trầm cảm sẽ có dấu hiệu thèm ăn, ăn nhiều hơn và bị tăng cân; một số bạn khác có thể không thấy đói, giảm hứng thú với việc ăn uống và sụt cân. Dấu hiệu trầm cảm này khác với việc tăng cân hay giảm cân có chủ đích. Vì khi bị trầm cảm, bạn thường không cố ý hay đặt mục tiêu tăng và giảm khẩu phần ăn; mà đúng hơn hết là chịu sự tác động bởi trạng thái tinh thần trầm uất, buồn bã kéo dài.","Dấu hiệu và triệu chứng của trầm cảm bao gồm: Chán ăn, sụt cân hoặc thèm ăn, tăng cân. Sự thay đổi trong thói quen và khẩu vị ăn uống là một triệu chứng khác của trầm cảm. Một số bạn bị trầm cảm sẽ có dấu hiệu thèm ăn, ăn nhiều hơn và bị tăng cân; một số bạn khác có thể không thấy đói, giảm hứng thú với việc ăn uống và sụt cân."
What3380, Phòng ngừa bệnh trầm cảm khi mang thai,Việc vận động nhẹ nhàng mang tới những tác dụng gì?,depression,3,"Nếu không có điều kiện tập yoga thì bạn cũng không được bỏ qua việc tập thể dục. Việc vận động nhẹ nhàng ở mỗi động tác sẽ giúp máu huyết lưu thông, phóng thích các năng lượng tiêu cực, hấp thụ những năng lượng tích cực và còn giúp bạn dễ sinh hơn rất nhiều.","Việc vận động nhẹ nhàng ở mỗi động tác sẽ giúp máu huyết lưu thông, phóng thích các năng lượng tiêu cực, hấp thụ những năng lượng tích cực và còn giúp bạn dễ sinh hơn rất nhiều."
Complex1283,Rối loạn lo âu xã hội (SAD),s ơi e là một đứa khá là nhút nhát thiếu tự tin mỗi lần pv hay bị tra hỏi vđ j là e trả lời như kiểu sắp khóc khá là rụt rè e ngại bs có bí quyết j cải thiện đc vấn đề này k ạ em cảm ơn ạ ,anxiety,1,"Rối loạn lo âu xã hội (ám ảnh xã hội) là tình trạng sức khỏe tâm thần trong đó người bệnh cảm thấy sợ hãi mãnh liệt khi người khác chú ý và lo ngại bị phê bình.Trong hội chứng này, nỗi sợ hãi và lo lắng dẫn đến sự né tránh và làm gián đoạn cuộc sống người bệnh. Căng thẳng nghiêm trọng có thể ảnh hưởng đến các mối quan hệ, thói quen hàng ngày và những hoạt động khác. Khi người mắc rối loạn lo âu xã hội phải xuất hiện trước mặt hoặc ở cạnh người khác, họ có xu hướng gặp những triệu chứng, hành vi và suy nghĩ nhất định. Các triệu chứng về thể chất và sinh lý của rối loạn lo âu xã hội gồm:Đỏ mặt, đổ mồ hôi, run rẩy hoặc thấy tim đập nhanh trong các tình huống xã hội.Lo lắng đến mức buồn nôn.Không giao tiếp bằng mắt khi tương tác với người khác.Cơ thể cứng nhắc khi ở cạnh người khác.Những suy nghĩ và hành vi có thể là dấu hiệu của chứng rối loạn lo âu xã hội gồm:Rất tự ti trước mặt người khác.Cảm thấy xấu hổ hoặc lúng túng trước mặt người khác.Cảm thấy đầu óc trống rỗng và không biết nói gì với người khác.Cảm thấy sợ hãi hoặc lo lắng người khác sẽ đánh giá tiêu cực hoặc từ chối.Cảm thấy sợ hãi và khó khăn khi ở cạnh người khác.Tránh những nơi có người. Hội chứng rối loạn lo âu xã hội thường cần sự trợ giúp từ bác sĩ tâm thần hoặc chuyên gia tâm lý, tuy nhiên người bệnh có thể thử một số kỹ thuật sau:Học các kỹ năng giảm căng thẳng.Tập thể dục hoặc hoạt động thể chất thường xuyên.Ngủ đủ giấc.Chế độ ăn uống lành mạnh, cân bằng.Hạn chế uống rượu hoặc sử dụng caffeine.Tham gia vào các tình huống xã hội bằng cách tiếp cận với những người mà bạn thấy thoải mái.","Rối loạn lo âu xã hội (ám ảnh xã hội) là tình trạng sức khỏe tâm thần trong đó người bệnh cảm thấy sợ hãi mãnh liệt khi người khác chú ý và lo ngại bị phê bình. Khi người mắc rối loạn lo âu xã hội phải xuất hiện trước mặt hoặc ở cạnh người khác, họ có xu hướng gặp những triệu chứng, hành vi và suy nghĩ nhất định. Các triệu chứng về thể chất và sinh lý của rối loạn lo âu xã hội gồm:Đỏ mặt, đổ mồ hôi, run rẩy hoặc thấy tim đập nhanh trong các tình huống xã hội.Lo lắng đến mức buồn nôn.Không giao tiếp bằng mắt khi tương tác với người khác. Hội chứng rối loạn lo âu xã hội thường cần sự trợ giúp từ bác sĩ tâm thần hoặc chuyên gia tâm lý, tuy nhiên người bệnh có thể thử một số kỹ thuật sau:Học các kỹ năng giảm căng thẳng.Tập thể dục hoặc hoạt động thể chất thường xuyên.Ngủ đủ giấc."
What3387,Rối loạn lo âu chia ly,Rối loạn lo âu chia ly là gì?,anxiety,1,"Rối loạn lo âu chia ly là một trạng thái tâm lý khiến trẻ em cảm thấy sợ hãi hoặc lo lắng quá mức khi bị tách khỏi những người mà chúng gắn bó, thường là cha mẹ hoặc người chăm sóc chính. Nỗi sợ hãi này có thể xuất hiện dưới nhiều hình thức, bao gồm lo lắng về việc sẽ xảy ra chuyện gì đó cho bản thân hoặc người thân khi bị tách rời, lo lắng về việc bị bỏ rơi hoặc mất đi tình yêu thương của người thân","Rối loạn lo âu chia ly là một trạng thái tâm lý khiến trẻ em cảm thấy sợ hãi hoặc lo lắng quá mức khi bị tách khỏi những người mà chúng gắn bó, thường là cha mẹ hoặc người chăm sóc chính."
How997,Trầm cảm vì thất nghiệp,Làm thế nào để người bị trầm cảm vì thất nghiệp có được liều thuốc tốt nhất?,depression,3,"Lúc này, liều thuốc tốt nhất là được nghỉ ngơi và thư giãn. Thay vì ép buộc bản thân phải kiếm việc làm và nghĩ đến thành công của người khác, hãy cho bản thân thời gian sống chậm lại để tránh gây áp lực lên tinh thần và thể chất. Bạn có thể nghỉ ngơi tại nhà và dành thời gian để tận hưởng cuộc sống với những hoạt động yêu thích. Hoặc cũng có thể đi du lịch 1 mình hay tự mình khám phá những vùng đất mới để thả lỏng cơ thể trước khi quay trở lại với những khó khăn trong cuộc sống. Những người phải đối mặt với áp lực tài chính và sang chấn tâm lý liên tục rất khó để giữ cho bản thân thư giãn, nghỉ ngơi. Trường hợp này cần phải có sự giúp đỡ của những người xung quanh để bản thân họ cảm thấy được quan tâm, chia sẻ và nhận thấy những giá trị của cuộc sống. Đây là giai đoạn nhạy cảm nên nếu không để họ nhận thấy những giá trị mà mình đang có (tình cảm bạn bè, gia đình,…), họ có thể bị chi phối bởi ý nghĩ tiêu cực dẫn đến các hành vi không mong muốn.","Lúc này, liều thuốc tốt nhất là được nghỉ ngơi và thư giãn. Những người phải đối mặt với áp lực tài chính và sang chấn tâm lý liên tục rất khó để giữ cho bản thân thư giãn, nghỉ ngơi. Trường hợp này cần phải có sự giúp đỡ của những người xung quanh để bản thân họ cảm thấy được quan tâm, chia sẻ và nhận thấy những giá trị của cuộc sống."
What3389, Phòng ngừa bệnh trầm cảm khi mang thai,Khi bị mất ngủ mẹ bầu nên bắt đầu từ việc gì?,depression,3,"Tuy nhiên dù có mất ngủ mẹ cũng cần chú ý phải tránh xa việc dùng thuốc ngủ hay cả các thực phẩm chức năng hỗ trợ giấc ngủ khi chưa hỏi ý kiến từ bác sĩ. Thay vào đó bạn hãy bắt đầu từ việc điều chỉnh lại chế độ ăn uống, sinh hoạt, nghỉ ngơi để cải thiện chất lượng giấc ngủ tốt hơn.","Tuy nhiên dù có mất ngủ mẹ cũng cần chú ý phải tránh xa việc dùng thuốc ngủ hay cả các thực phẩm chức năng hỗ trợ giấc ngủ khi chưa hỏi ý kiến từ bác sĩ. Thay vào đó bạn hãy bắt đầu từ việc điều chỉnh lại chế độ ăn uống, sinh hoạt, nghỉ ngơi để cải thiện chất lượng giấc ngủ tốt hơn."
How998,Rối loạn ám ảnh sợ khoảng trống,"- Sự sợ hãi, lo âu cần xuất hiện ít nhất trong mấy tình huống để chẩn đoán một người bị rối loạn ám ảnh sợ khoảng trống ?",anxiety,1,"A. Có sự sợ hãi hoặc lo âu rõ ràng về 2 (hoặc nhiều hơn) trong 5 tình huống sau:1. Sử dụng giao thông công cộng (ví dụ: ô tô, xe bus, xe lửa, tàu thủy, tàu bay).2. Đang ở không gian mở (ví dụ: bãi đỗ xe, chợ, cầu).3. Ở những nơi kín (ví dụ: cửa hàng, nhà hát, rạp chiếu phim).4. Xếp hàng hoặc trong 1 đám đông.5. Đứng một mình bên ngoài nhà của mình.B. Bệnh nhân sợ hãi hoặc né tránh các tình huống trên bởi vì họ nghĩ rằng khó thoát khỏi tình huống hoặc không có người giúp đỡ trong trường hợp có các triệu chứng giống cơn hoảng sợ kịch phát hoặc các triệu chứng mất kiểm soát hoặc các tình huống khó khăn khác (ví dụ: sợ ngã ở người cao tuổi, sợ tiểu tiện không tự chủ).",Có sự sợ hãi hoặc lo âu rõ ràng về 2 (hoặc nhiều hơn) trong 5 tình huống sau
Which1334,"Trầm cảm, rối loạn cảm xúc",Thói quen sinh hoạt nào giúp bạn hạn chế diễn tiến của bệnh trầm cảm theo mùa?,depression,3,"Bạn nên mở rèm, tỉa cách cành cây ngăn chặn ánh sáng mặt trời hoặc thêm cửa sổ trần nhà, ngồi gần cửa sổ sáng khi ở nhà hay trong văn phòng; Bạn nên đi bộ đường dài, ăn trưa tại một công viên gần đó hoặc đơn giản là ngồi trên ghế và đắm mình dưới ánh mặt trời; Tập thể dục và nhiều hình thức hoạt động thể chất khác có thể giúp giảm căng thẳng và lo lắng;",Chế độ ăn uống lành mạnh. Bạn nên ăn cách món ăn với nhiều protein thịt nạc và rau củ quả; Ngủ đầy đủ. Giữ môi trường sống có nhiều ánh nắng và tươi sáng hơn.
How1000,Trầm cảm sau sinh,Trầm cảm sau sinh kéo dài sẽ ảnh hưởng tiêu cực như thế nào?,depression,3,"Trầm cảm sau sinh là một bệnh lý tiềm ẩn nhiều nguy hiểm, nó có thể gây ra rất nhiều hậu quả nghiêm trọng nếu không được phát hiện và điều trị kịp thời. Nếu trầm cảm không được quan tâm và có biện pháp can thiệp triệt để thì có thể gây ra nhiều tác động ngắn hạn như làm ảnh hưởng đến sức khỏe tổng thể của mẹ và bé. Nặng nề hơn căn bệnh này có thể kéo dài và tái diễn liên tục, thậm chí nó còn có thể gây ra rất nhiều cái chết thương tâm. Các chuyên gia cho biết rằng, khi phụ nữ sau sinh bị trầm cảm thường có xu hướng thu mình lại, họ không còn hứng thú để thực hiện bất cứ việc gì, kể cả việc chăm con. Nhiều người bệnh không còn quan tâm đến con cái, họ ít cho con bú hoặc ngược đãi, bỏ rơi con. Nếu tình trạng này cứ liên tục kéo dài sẽ làm ảnh hưởng tiêu cực đến sự phát triển tự nhiên của trẻ nhỏ, gây nên các tác động xấu về cảm xúc và nhận thức của trẻ em.","Nếu trầm cảm không được quan tâm và có biện pháp can thiệp triệt để thì có thể gây ra nhiều tác động ngắn hạn như làm ảnh hưởng đến sức khỏe tổng thể của mẹ và bé. Nhiều người bệnh không còn quan tâm đến con cái, họ ít cho con bú hoặc ngược đãi, bỏ rơi con. Nếu tình trạng này cứ liên tục kéo dài sẽ làm ảnh hưởng tiêu cực đến sự phát triển tự nhiên của trẻ nhỏ, gây nên các tác động xấu về cảm xúc và nhận thức của trẻ em."
Yes No1730,Trầm cảm,- Các triệu chứng hỗn hợp của giai đoạn trầm cảm có xảy ra do những tác động sinh lý của một chất không ?,depression,3,"B. Các triệu chứng hỗn hợp có thể quan sát được bởi những người khác, và biểu hiện một sự thay đổi so với hành vi thông thường của người đó.C. Đối với những bệnh nhân có triệu chứng thỏa mãn hai tiêu chí đầy đủ của cả giai đoạn hưng cảm và trầm cảm cùng lúc, thì chẩn đoán nên là giai đoạn hưng cảm, với các đặc điểm hỗn hợp.D. Các triệu chứng hỗn hợp không xảy ra do những tác động sinh lý của một chất nào đó (ví dụ như một loại thuốc lạm dụng, một loại thuốc uống điều trị).","Các triệu chứng hỗn hợp không xảy ra do những tác động sinh lý của một chất nào đó (ví dụ như một loại thuốc lạm dụng, một loại thuốc uống điều trị)."
What3394,Rối loạn lưỡng cực,- Điều kiện để chẩn đoán một người mắc chứng rối loạn lưỡng cực II là gì ?,bipolar,2,Để chẩn đoán rối loạn lưỡng cực II cần có hiện tại hoặc trong tiền sử có một giaiđoạn hưng cảm nhẹ hoặc giai đoạn trầm cảm chủ yếu.,Cần có hiện tại hoặc trong tiền sử có một giaiđoạn hưng cảm nhẹ hoặc giai đoạn trầm cảm chủ yếu
Complex1286,Liệu  pháp gia đình,"Gia đình chị Thuỷ có con gái, Linh, 18 tuổi, có dấu hiệu trầm cảm sau khi bị chia tay với bạn trai. Linh thường xuyên buồn bã, mất ngủ và không muốn giao tiếp với mọi người. Nhà trị liệu đề nghị gia đình nên tham gia liệu pháp nào để giúp Linh?",depression,3,"Liệu pháp gia đình (Family Therapy) là hình thức trị liệu được thiết kế để giải quyết các vấn đề liên quan đến gia đình ảnh hưởng đến sức khỏe tâm thần. Liệu pháp giúp cải thiện giao tiếp, quản lý xung đột, xây dựng sự gắn kết trong mối quan hệ giữa các thành viên trong gia đình. Liệu pháp gia đình là phương pháp trị liệu được phát triển bởi nhiều nhà nghiên cứu và chuyên gia. Nổi bật như Murray Bowen, Salvador Minuchin, Gregory Bateson, Jay Haley, Cloe Madanes… Hiện nay, liệu pháp này được phát triển và ứng dụng rộng rãi tại nhiều quốc gia trên thế giới. Liệu pháp gia đình là một trong những phương pháp trị liệu tâm lý tập trung vào tạo ra một môi trường gia đình thân tình, giải quyết các vấn đề sức khỏe tâm thần có liên quan đến gia đình. Liệu pháp có thể bao gồm tất cả các thành viên hoặc chỉ những người liên quan trực tiếp đến vấn đề. Liệu pháp gia đình là một nhóm phương pháp trị liệu tập trung vào việc cải thiện mối quan hệ giữa các thành viên trong gia đình, giải quyết xung đột, tạo môi trường hạnh phúc, lành mạnh. Có nhiều loại liệu pháp gia đình khác nhau, mỗi loại hướng đến các vấn đề riêng. Liệu pháp gia đình chú trọng vào việc giải quyết các vấn đề liên quan đến các mối quan hệ, xung đột căng thẳng giữa các thành viên và cải thiện tương tác gia đình. Liệu pháp giúp cung cấp kỹ năng và chiến lược để giải quyết căng thẳng, thúc đẩy sự gắn kết, hiểu biết lẫn nhau giữa các thành viên. Liệu pháp gia đình là phương pháp trị liệu bằng đối thoại và kỹ năng. Liệu pháp cung cấp một môi trường hỗ trợ an toàn, không phán xét, cho phép các cá nhân được thoải mái, trao đổi cởi mở với chuyên gia tâm lý, nhà trị liệu.","Liệu pháp gia đình (Family Therapy) là hình thức trị liệu được thiết kế để giải quyết các vấn đề liên quan đến gia đình ảnh hưởng đến sức khỏe tâm thần. Liệu pháp giúp cải thiện giao tiếp, quản lý xung đột, xây dựng sự gắn kết trong mối quan hệ giữa các thành viên trong gia đình. Liệu pháp gia đình là một trong những phương pháp trị liệu tâm lý tập trung vào tạo ra một môi trường gia đình thân tình, giải quyết các vấn đề sức khỏe tâm thần có liên quan đến gia đình. Liệu pháp có thể bao gồm tất cả các thành viên hoặc chỉ những người liên quan trực tiếp đến vấn đề. Liệu pháp gia đình chú trọng vào việc giải quyết các vấn đề liên quan đến các mối quan hệ, xung đột căng thẳng giữa các thành viên và cải thiện tương tác gia đình. Liệu pháp giúp cung cấp kỹ năng và chiến lược để giải quyết căng thẳng, thúc đẩy sự gắn kết, hiểu biết lẫn nhau giữa các thành viên."
Which1337,Rối loạn lo âu,Biểu hiện của những người sạch sẽ quá mức ?,anxiety,1,"Sạch sẽ quá mức là thuật ngữ đề cập đến việc giữ vệ sinh thái quá những thứ xung quanh như vật dụng, nhà cửa, quần áo,… Những người có tính cách sạch sẽ quá mức thường cảm thấy khó chịu khi bàn làm việc và nhà cửa bị bám bẩn, bụi bặm và đôi khi lo sợ về việc bản thân bị nhiễm vi trùng, nấm men,…","Những người có tính cách sạch sẽ quá mức thường cảm thấy khó chịu khi bàn làm việc và nhà cửa bị bám bẩn, bụi bặm và đôi khi lo sợ về việc bản thân bị nhiễm vi trùng, nấm men,…"
Yes No1731,Autophobia,Hội chứng sợ bị đơn độc là có xu hướng đi kèm với các rối loạn lo âu và ám ảnh khác đúng không?,anxiety,1,"Hội chứng sợ bị bỏ rơi hay Hội chứng sợ bị đơn độc, có tên khoa học là monophobia, isolophobia, hoặc eremophobia, là một loại ám ảnh cụ thể gây ra bởi nỗi sợ hãi sự cô lập[1]; một nỗi sợ hãi đáng sợ nhất của loại này là tự kỷ, hay sợ hãi khi ở một mình hoặc bị cô lập.  Rối loạn thường phát triển và có liên quan đến các rối loạn lo âu khác[2]. Hội chứng sợ bị đơn độc không nên bị nhầm lẫn với hội chứng sợ khoảng rộng (sợ hãi ở nơi công cộng, hoặc ở giữa trong đám đông lớn). Hội chứng sợ bị đơn độc là một loại ám ảnh riêng có xu hướng đi kèm với các rối loạn lo âu và ám ảnh khác. Hội chứng sợ bị bỏ rơi có liên quan chặt chẽ đến các cụm từ monophobia, isolophobia và eremophobia. Tuy nhiên, nó thay đổi một chút trong định nghĩa. Theo từ điển Merriam-Webster,  eremophobia(hội chứng sợ bị đơn độc) là một nỗi sợ hãi về việc bị cô lập.[3] Ngược lại, Từ điển Y học lại định nghĩa hội chứng sợ bị đơn độc là một nỗi sợ hãi về sự cô đơn của một người.",Hội chứng sợ bị đơn độc là một loại ám ảnh riêng có xu hướng đi kèm với các rối loạn lo âu và ám ảnh khác.
What3397,Rối loạn lo âu,Các phương pháp trị liệu tâm lý nào có thể áp dụng cho người bệnh rối loạn hoảng sợ?,anxiety,1,"Phương pháp tâm lý trị liệu luôn được nhiều người lựa chọn bởi nó có thể mang lại kết quả dài lâu và cải thiện bệnh một cách tự nhiên. Bằng nhiều hình thức khác nhau mà các chuyên gia tâm lý sẽ giúp người bệnh kiểm soát tốt các cơn hoảng loạn, lo lắng, tiêu cực. Đồng thời, bệnh nhân nhận thức được những hành vi bất thường của mình, từ đó có thể cùng chuyên gia đưa ra các giải pháp để khắc phục và cải thiện một cách tự nhiên nhất. Một số phương pháp trị liệu tâm lý có thể áp dụng cho người bệnh rối loạn hoảng sợ như: liệu pháp phơi nhiễm, động thái tâm lý, nhận thức – hành vi, tâm lý Psychodynamic,….Tuy nhiên để có thể giúp cho tình trạng bệnh được cải thiện tốt nhất, người bệnh cũng phải lựa chọn được cho mình một địa chỉ điều trị uy tín và chất lượng.","Phương pháp tâm lý trị liệu luôn được nhiều người lựa chọn bởi nó có thể mang lại kết quả dài lâu và cải thiện bệnh một cách tự nhiên. Một số phương pháp trị liệu tâm lý có thể áp dụng cho người bệnh rối loạn hoảng sợ như: liệu pháp phơi nhiễm, động thái tâm lý, nhận thức – hành vi, tâm lý Psychodynamic,.."
Yes No1735,Thực phẩm tốt cho người trầm cảm,có phải canxi và selen là khoáng chất vô cùng quan trọng đối với sức khỏe tinh thần và thể chất không,depression,3,"Khác với magie và canxi, selen là khoáng chất chỉ chiếm một lượng rất nhỏ trong cơ thể. Mặc dù vậy, đây là khoáng chất vô cùng quan trọng đối với sức khỏe tinh thần và thể chất. Selen có tác dụng thanh thải độc tố ra khỏi cơ thể và giữ vai trò “then chốt” trong việc chống oxy hóa. Với hiệu quả tiêu trừ gốc tự do, selen giúp bảo vệ hệ thần kinh trung ương và hỗ trợ làm giảm các rối loạn cảm xúc có liên quan đến gốc tự do.",canxi và selen là khoáng chất vô cùng quan trọng đối với sức khỏe tinh thần và thể chất.
How1001,Rối loạn điều chỉnh,Các triệu chứng của rối loạn điều chỉnh khác với trầm cảm như thế nào?,depression,3,"Rối loạn điều chỉnh (Adjustment Disorders) là bệnh lý có liên quan đến sự căng thẳng. Bệnh dễ nhầm lẫn với chứng trầm cảm. Phát hiện và điều trị càng sớm, cơ hội phục hồi hoàn toàn của bệnh nhân càng cao. Căng thẳng là điều khó tránh khỏi trong cuộc sống. Tuy nhiên, người mắc chứng bệnh này phản ứng lại sự căng thẳng gay gắt hơn gấp nhiều lần so với những người khác. Người bị rối loạn điều chỉnh đối diện một cách khó khăn với các sự kiện gây căng thẳng như áp lực công việc, bệnh tật, người thân qua đời… Bất cứ thay đổi nào trong cuộc sống cũng có thể khiến cho bệnh nhân rơi vào trạng thái căng thẳng tột độ. Đối với người bình thường, thời gian để điều chỉnh các thay đổi (hoặc căng thẳng) là từ vài ngày đến vài tháng. Tuy vậy, đối với người bị rối loạn điều chỉnh thì các phản ứng cảm xúc và hành vi sẽ tiếp tục diễn ra một cách bất thường, kéo dài. Thông thường, người bệnh sẽ có các biểu hiện tương tự như bệnh trầm cảm. Các triệu chứng của chứng rối loạn điều chỉnh thường bắt đầu trong vòng 3 tháng sau sự kiện căng thẳng và kéo dài không quá 6 tháng. Tuy nhiên, bệnh có thể kéo dài hơn hoặc trở thành mãn tính nếu các tác nhân gây căng thẳng vẫn đang tiếp diễn.","Người bị rối loạn điều chỉnh đối diện một cách khó khăn với các sự kiện gây căng thẳng như áp lực công việc, bệnh tật, người thân qua đời… Các triệu chứng của chứng rối loạn điều chỉnh thường bắt đầu trong vòng 3 tháng sau sự kiện căng thẳng và kéo dài không quá 6 tháng. Tuy nhiên, bệnh có thể kéo dài hơn hoặc trở thành mãn tính nếu các tác nhân gây căng thẳng vẫn đang tiếp diễn."
What3404,Rối loạn lưỡng cực,- Những triệu chứng hoặc hội chứng hưng cảm do tác dụng sinh lý của lạm dụng thuốc trong bối cảnh nào không được đưa vào chẩn đoán rối loạn lưỡng cực I ?,bipolar,2,"Những triệu chứng hoặc hội chứng hưng cảm do tác dụng sinh lý của lạm dụng thuốc (trong bối cảnh ngộ độc amphetamine hoặc cocaine), tác dụng phụ của việc sử dụng thuốc hoặc điều trị (có chất steroids, L-dopa, thuốc chống trầmcảm, thuốc kích thích), hoặc do bệnh lý y khoa khác không được đưa vào chẩn đoán rối loạn lưỡng cực I. Tuy nhiên, một giai đoạn đầy đủ hội chứng hưng cảmxảy ra trong thời gian điều trị (sử dụng thuốc, liệu pháp sốc điện, liệu pháp ánh sáng) hoặc lạm dụng thuốc và tồn tại dai dẳng vượt quá tác động sinh lý của tác nhân (sau khi thuốc đã hoàn toàn ra khỏi cơ thể, hoặc tác dụng của liệu pháp sốc điện được dự kiến đã hoàn toàn hết), được xem là đủ bằng chứng cho chẩn đoán giai đoạn hưng cảm (tiêu chí D). Cần thận trọng để mà một hoặc hai triệu chứng (đặc biệt là sự cáu kỉnh khó chịu gia tăng hoặc kích động sau khi sử dụng thuốc chống trầm cảm) không được xem là đủ để chẩn đoán giai đoạn hưng trầm cảmhay hưng cảm nhẹ, và cũng không nhất thiết chỉ định cho tạng rối loạn lưỡng cực. Cần phải đạt những tiêu chí của giai đoạn hưng cảm để chẩn đoán rối loạn lưỡng cực I, song không cần phải có giai đoạn hưng cảm nhẹ hay trầm cảm điển hình. Tuy nhiên, các giai đoạn này có thể đi trước hoặc theo sau giai đoạn hưng cảm. Có thể tìm thấy ở phần về rối loạn lưỡng cực II nội dung mô tả đầy đủ những đặc tính chẩn đoán của giai đoạn hưng cảm nhẹ, và những đặc tính của giai đoạn trầm cảm điển hình được mô tả trong nội dung về rối loạn trầm cảm điển hình.","Những triệu chứng hoặc hội chứng hưng cảm do tác dụng sinh lý của lạm dụng thuốc (trong bối cảnh ngộ độc amphetamine hoặc cocaine), tác dụng phụ của việc sử dụng thuốc hoặc điều trị (có chất steroids, L-dopa, thuốc chống trầmcảm, thuốc kích thích), hoặc do bệnh lý y khoa khác không được đưa vào chẩn đoán rối loạn lưỡng cực I."
Yes No1738,Thực phẩm tốt cho người trầm cảm,"có phải magie có lợi ích đối với hệ miễn dịch, đường ruột, xương,… giữ nhiều vai trò đối với hệ thần kinh trung ương không",depression,3,"Magie là một trong những loại khoáng chất cần thiết đối với sức khỏe. Theo ước tính, khoáng chất này tham gia vào khoảng 300 phản ứng sinh hóa của cơ thể. Ngoài những lợi ích đối với hệ miễn dịch, đường ruột, xương,… magie còn giữ nhiều vai trò đối với hệ thần kinh trung ương.","Ngoài những lợi ích đối với hệ miễn dịch, đường ruột, xương,… magie còn giữ nhiều vai trò đối với hệ thần kinh trung ương."
What3405,Rối loạn lo âu xã hội,- Bệnh nhân có rối loạn lo âu xã hội thường có lo âu tập trung vào tình huống nào ?,anxiety,1,"*Rối loạn lo âu xã hội: Bệnh nhân có rối loạn lo âu xã hội thường có lo âu tập trung vào tình huống xã hội mà họ phải thực hiện hoặc được đánh giá bởi người khác. Ngược lại, lo âu ở bệnh nhân bị GAD có thể có hoặc không bị người khác đánh giá. Lo âu ở GADthường xuyên hơn, loa âu trong ám ảnh sợ xã hội xuất hi ện trong các hoạt động xã hội và triệu chứng cơ thể của họ chủ yếu là đánh trống ngực, đỏ mặt và run.*Rối loạn ám ảnh cưỡng bức: Trong GAD, lo âu quá mức có tâm điểm là những vấn đề sắp xảy ra và mức độ thái quá của lo âu về những sự kiện tương lai là bất thường. Trong rối loạn ám ảnh cưỡng bức lo âu do các ý tưởng, hình ảnh, tư duy xuất hiện mang tính cưỡng bức gây ra hay nói lo âu trong phạm vi ám ảnh.",Bệnh nhân có rối loạn lo âu xã hội thường có lo âu tập trung vào tình huống xã hội mà họ phải thực hiện hoặc được đánh giá bởi người khác.
